Year,State,District,Crop,Area_ha,Irrigation_Days,Pump_Type,Water_L_per_ha_day,Efficiency,Total_Water_Used_L,Carbon_Emissions_kg,Solar_Used
2022,Punjab,Amritsar,Mustard,24,173,Diesel,4500,1.0,18684000.0,50073.12,0
2020,Punjab,Jalandhar,Paddy,32,156,Electric,15000,0.8,59904000.0,89856.0,0
2023,Punjab,Ludhiana,Sugarcane,17,95,Diesel,18000,1.0,29070000.0,77907.6,0
2019,Punjab,Bathinda,Cotton,41,73,Diesel,7000,1.0,20951000.0,56148.68,0
2022,Punjab,Ludhiana,Paddy,19,99,Diesel,15000,1.0,28215000.0,75616.20000000001,0
2016,Haryana,Rohtak,Cotton,22,133,Diesel,7000,1.0,20482000.0,54891.76,0
2022,Punjab,Amritsar,Paddy,20,156,Diesel,15000,1.0,46800000.0,125424.00000000001,0
2022,Haryana,Karnal,Paddy,43,77,Solar,15000,0.6,29799000.0,0.0,1
2016,Punjab,Jalandhar,Wheat,18,159,Diesel,5000,1.0,14310000.0,38350.8,0
2022,Haryana,Panipat,Mustard,16,111,Diesel,4500,1.0,7992000.0,21418.56,0
2022,Punjab,Bathinda,Paddy,27,161,Diesel,15000,1.0,65205000.0,174749.40000000002,0
2017,Punjab,Ludhiana,Maize,12,169,Diesel,4000,1.0,8112000.0,21740.16,0
2017,Punjab,Jalandhar,Mustard,48,163,Diesel,4500,1.0,35208000.0,94357.44,0
2019,Haryana,Rohtak,Paddy,12,62,Diesel,15000,1.0,11160000.0,29908.800000000003,0
2017,Punjab,Bathinda,Wheat,8,161,Diesel,5000,1.0,6440000.0,17259.2,0
2018,Haryana,Gurgaon,Cotton,2,109,Solar,7000,0.6,915600.0,0.0,1
2022,Haryana,Gurgaon,Wheat,35,159,Diesel,5000,1.0,27825000.0,74571.0,0
2022,Punjab,Amritsar,Sugarcane,45,162,Diesel,18000,1.0,131220000.0,351669.60000000003,0
2017,Punjab,Jalandhar,Mustard,21,122,Diesel,4500,1.0,11529000.0,30897.72,0
2017,Haryana,Gurgaon,Paddy,6,113,Diesel,15000,1.0,10170000.0,27255.600000000002,0
2020,Punjab,Patiala,Mustard,26,137,Electric,4500,0.8,12823200.0,19234.800000000003,0
2023,Punjab,Amritsar,Paddy,24,135,Solar,15000,0.6,29160000.0,0.0,1
2019,Haryana,Hisar,Maize,44,178,Electric,4000,0.8,25062400.0,37593.600000000006,0
2021,Punjab,Jalandhar,Paddy,27,120,Solar,15000,0.6,29160000.0,0.0,1
2020,Punjab,Bathinda,Cotton,32,93,Solar,7000,0.6,12499200.0,0.0,1
2021,Haryana,Rohtak,Sugarcane,23,116,Solar,18000,0.6,28814400.0,0.0,1
2022,Punjab,Patiala,Mustard,12,167,Diesel,4500,1.0,9018000.0,24168.24,0
2022,Punjab,Bathinda,Sugarcane,13,99,Electric,18000,0.8,18532800.0,27799.199999999997,0
2020,Haryana,Hisar,Cotton,44,159,Diesel,7000,1.0,48972000.0,131244.96000000002,0
2016,Punjab,Bathinda,Maize,49,138,Electric,4000,0.8,21638400.0,32457.600000000002,0
2021,Haryana,Panipat,Mustard,13,132,Diesel,4500,1.0,7722000.0,20694.960000000003,0
2021,Haryana,Gurgaon,Paddy,48,75,Electric,15000,0.8,43200000.0,64800.0,0
2019,Punjab,Amritsar,Wheat,43,176,Solar,5000,0.6,22704000.0,0.0,1
2016,Haryana,Panipat,Mustard,18,142,Electric,4500,0.8,9201600.0,13802.400000000001,0
2023,Punjab,Jalandhar,Wheat,19,175,Solar,5000,0.6,9975000.0,0.0,1
2021,Haryana,Gurgaon,Maize,22,102,Solar,4000,0.6,5385600.0,0.0,1
2020,Punjab,Bathinda,Maize,16,147,Electric,4000,0.8,7526400.0,11289.599999999999,0
2021,Punjab,Patiala,Mustard,33,138,Diesel,4500,1.0,20493000.0,54921.240000000005,0
2021,Haryana,Panipat,Cotton,32,90,Diesel,7000,1.0,20160000.0,54028.8,0
2021,Punjab,Ludhiana,Wheat,42,103,Diesel,5000,1.0,21630000.0,57968.4,0
2020,Haryana,Hisar,Cotton,15,103,Diesel,7000,1.0,10815000.0,28984.2,0
2022,Haryana,Karnal,Mustard,8,108,Diesel,4500,1.0,3888000.0,10419.84,0
2016,Haryana,Panipat,Mustard,36,62,Electric,4500,0.8,8035200.0,12052.8,0
2020,Haryana,Gurgaon,Cotton,4,115,Diesel,7000,1.0,3220000.0,8629.6,0
2019,Haryana,Karnal,Mustard,46,94,Electric,4500,0.8,15566400.0,23349.6,0
2016,Haryana,Karnal,Cotton,41,113,Diesel,7000,1.0,32431000.0,86915.08,0
2018,Punjab,Bathinda,Maize,44,92,Diesel,4000,1.0,16192000.0,43394.560000000005,0
2021,Punjab,Jalandhar,Cotton,23,147,Diesel,7000,1.0,23667000.0,63427.560000000005,0
2017,Haryana,Karnal,Wheat,45,144,Solar,5000,0.6,19440000.0,0.0,1
2022,Punjab,Patiala,Wheat,17,109,Diesel,5000,1.0,9265000.0,24830.2,0
2018,Haryana,Rohtak,Mustard,41,120,Diesel,4500,1.0,22140000.0,59335.200000000004,0
2020,Punjab,Patiala,Paddy,34,64,Diesel,15000,1.0,32640000.0,87475.20000000001,0
2019,Haryana,Karnal,Cotton,8,121,Diesel,7000,1.0,6776000.0,18159.68,0
2019,Punjab,Patiala,Paddy,48,167,Electric,15000,0.8,96192000.0,144288.0,0
2017,Punjab,Jalandhar,Cotton,33,133,Electric,7000,0.8,24578400.0,36867.600000000006,0
2018,Punjab,Amritsar,Mustard,21,120,Electric,4500,0.8,9072000.0,13608.0,0
2019,Haryana,Karnal,Cotton,19,154,Diesel,7000,1.0,20482000.0,54891.76,0
2018,Punjab,Bathinda,Paddy,34,145,Diesel,15000,1.0,73950000.0,198186.0,0
2023,Haryana,Hisar,Cotton,25,68,Solar,7000,0.6,7140000.0,0.0,1
2023,Haryana,Karnal,Paddy,44,178,Diesel,15000,1.0,117480000.0,314846.4,0
2023,Punjab,Amritsar,Paddy,28,136,Electric,15000,0.8,45696000.0,68544.0,0
2020,Haryana,Panipat,Sugarcane,46,82,Diesel,18000,1.0,67896000.0,181961.28,0
2020,Haryana,Karnal,Paddy,25,99,Solar,15000,0.6,22275000.0,0.0,1
2023,Haryana,Rohtak,Wheat,7,171,Diesel,5000,1.0,5985000.0,16039.800000000001,0
2017,Punjab,Jalandhar,Paddy,38,154,Solar,15000,0.6,52668000.0,0.0,1
2021,Punjab,Patiala,Paddy,2,175,Electric,15000,0.8,4200000.0,6300.0,0
2023,Haryana,Karnal,Mustard,25,69,Electric,4500,0.8,6210000.0,9315.0,0
2021,Haryana,Panipat,Paddy,2,82,Diesel,15000,1.0,2460000.0,6592.8,0
2022,Punjab,Bathinda,Cotton,10,169,Diesel,7000,1.0,11830000.0,31704.4,0
2021,Punjab,Patiala,Paddy,34,76,Solar,15000,0.6,23256000.0,0.0,1
2020,Punjab,Patiala,Maize,13,115,Solar,4000,0.6,3588000.0,0.0,1
2019,Haryana,Karnal,Paddy,44,121,Diesel,15000,1.0,79860000.0,214024.80000000002,0
2018,Haryana,Hisar,Maize,17,107,Electric,4000,0.8,5820800.0,8731.2,0
2019,Punjab,Ludhiana,Wheat,18,135,Diesel,5000,1.0,12150000.0,32562.000000000004,0
2021,Haryana,Rohtak,Sugarcane,29,93,Diesel,18000,1.0,48546000.0,130103.28000000001,0
2019,Punjab,Jalandhar,Sugarcane,41,137,Diesel,18000,1.0,101106000.0,270964.08,0
2022,Punjab,Bathinda,Maize,46,87,Diesel,4000,1.0,16008000.0,42901.44,0
2017,Haryana,Hisar,Cotton,27,106,Diesel,7000,1.0,20034000.0,53691.12,0
2017,Haryana,Hisar,Paddy,23,78,Solar,15000,0.6,16146000.0,0.0,1
2017,Haryana,Hisar,Maize,30,64,Diesel,4000,1.0,7680000.0,20582.4,0
2020,Haryana,Panipat,Sugarcane,42,173,Electric,18000,0.8,104630400.0,156945.59999999998,0
2020,Punjab,Bathinda,Wheat,18,159,Diesel,5000,1.0,14310000.0,38350.8,0
2022,Punjab,Jalandhar,Maize,26,61,Electric,4000,0.8,5075200.0,7612.799999999999,0
2021,Punjab,Patiala,Wheat,3,148,Diesel,5000,1.0,2220000.0,5949.6,0
2018,Punjab,Amritsar,Wheat,16,62,Solar,5000,0.6,2976000.0,0.0,1
2023,Punjab,Ludhiana,Sugarcane,25,127,Electric,18000,0.8,45720000.0,68580.0,0
2021,Punjab,Bathinda,Mustard,12,139,Diesel,4500,1.0,7506000.0,20116.08,0
2022,Haryana,Panipat,Wheat,15,143,Diesel,5000,1.0,10725000.0,28743.0,0
2018,Punjab,Patiala,Wheat,26,103,Diesel,5000,1.0,13390000.0,35885.200000000004,0
2016,Haryana,Karnal,Sugarcane,41,130,Electric,18000,0.8,76752000.0,115128.0,0
2021,Punjab,Bathinda,Mustard,28,76,Diesel,4500,1.0,9576000.0,25663.68,0
2017,Punjab,Amritsar,Mustard,42,83,Electric,4500,0.8,12549600.0,18824.4,0
2016,Punjab,Jalandhar,Sugarcane,34,103,Diesel,18000,1.0,63036000.0,168936.48,0
2017,Punjab,Bathinda,Cotton,3,173,Diesel,7000,1.0,3633000.0,9736.44,0
2020,Punjab,Bathinda,Cotton,25,135,Solar,7000,0.6,14175000.0,0.0,1
2018,Punjab,Ludhiana,Sugarcane,24,73,Solar,18000,0.6,18921600.0,0.0,1
2018,Punjab,Jalandhar,Mustard,41,134,Diesel,4500,1.0,24723000.0,66257.64,0
2021,Punjab,Bathinda,Maize,21,113,Diesel,4000,1.0,9492000.0,25438.56,0
2021,Haryana,Panipat,Wheat,2,169,Diesel,5000,1.0,1690000.0,4529.2,0
2016,Haryana,Karnal,Maize,2,133,Electric,4000,0.8,851200.0,1276.8000000000002,0
2017,Haryana,Hisar,Maize,24,133,Electric,4000,0.8,10214400.0,15321.599999999999,0
2021,Haryana,Hisar,Wheat,22,165,Diesel,5000,1.0,18150000.0,48642.0,0
2019,Haryana,Panipat,Sugarcane,5,88,Diesel,18000,1.0,7920000.0,21225.600000000002,0
2021,Haryana,Hisar,Wheat,45,108,Electric,5000,0.8,19440000.0,29160.0,0
2021,Haryana,Panipat,Maize,10,93,Electric,4000,0.8,2976000.0,4464.0,0
2019,Haryana,Rohtak,Cotton,21,119,Diesel,7000,1.0,17493000.0,46881.240000000005,0
2016,Punjab,Bathinda,Cotton,36,124,Diesel,7000,1.0,31248000.0,83744.64,0
2022,Haryana,Karnal,Paddy,47,132,Diesel,15000,1.0,93060000.0,249400.80000000002,0
2017,Haryana,Gurgaon,Cotton,7,96,Diesel,7000,1.0,4704000.0,12606.720000000001,0
2016,Punjab,Jalandhar,Paddy,45,133,Electric,15000,0.8,71820000.0,107730.0,0
2022,Haryana,Rohtak,Cotton,49,142,Diesel,7000,1.0,48706000.0,130532.08,0
2020,Punjab,Jalandhar,Mustard,20,143,Electric,4500,0.8,10296000.0,15444.0,0
2017,Punjab,Amritsar,Sugarcane,35,97,Solar,18000,0.6,36666000.0,0.0,1
2023,Punjab,Amritsar,Paddy,18,95,Solar,15000,0.6,15390000.0,0.0,1
2019,Punjab,Patiala,Mustard,43,152,Electric,4500,0.8,23529600.0,35294.399999999994,0
2022,Haryana,Hisar,Wheat,9,104,Diesel,5000,1.0,4680000.0,12542.400000000001,0
2019,Punjab,Patiala,Mustard,4,131,Diesel,4500,1.0,2358000.0,6319.4400000000005,0
2022,Haryana,Hisar,Mustard,22,141,Diesel,4500,1.0,13959000.0,37410.12,0
2019,Haryana,Panipat,Mustard,37,131,Electric,4500,0.8,17449200.0,26173.800000000003,0
2023,Punjab,Jalandhar,Wheat,33,167,Diesel,5000,1.0,27555000.0,73847.40000000001,0
2021,Haryana,Panipat,Sugarcane,40,97,Diesel,18000,1.0,69840000.0,187171.2,0
2023,Haryana,Rohtak,Cotton,4,79,Solar,7000,0.6,1327200.0,0.0,1
2023,Haryana,Panipat,Sugarcane,7,80,Diesel,18000,1.0,10080000.0,27014.4,0
2023,Punjab,Bathinda,Cotton,30,64,Electric,7000,0.8,10752000.0,16128.0,0
2019,Punjab,Amritsar,Mustard,27,114,Diesel,4500,1.0,13851000.0,37120.68,0
2019,Punjab,Bathinda,Cotton,37,87,Diesel,7000,1.0,22533000.0,60388.44,0
2018,Punjab,Jalandhar,Mustard,9,89,Diesel,4500,1.0,3604500.0,9660.060000000001,0
2017,Haryana,Gurgaon,Paddy,33,140,Electric,15000,0.8,55440000.0,83160.0,0
2021,Haryana,Karnal,Cotton,17,62,Electric,7000,0.8,5902400.0,8853.599999999999,0
2022,Haryana,Hisar,Maize,25,174,Diesel,4000,1.0,17400000.0,46632.0,0
2017,Haryana,Hisar,Maize,10,95,Solar,4000,0.6,2280000.0,0.0,1
2018,Punjab,Amritsar,Mustard,42,62,Diesel,4500,1.0,11718000.0,31404.24,0
2018,Punjab,Patiala,Paddy,22,165,Diesel,15000,1.0,54450000.0,145926.0,0
2017,Punjab,Bathinda,Maize,23,150,Diesel,4000,1.0,13800000.0,36984.0,0
2017,Punjab,Amritsar,Cotton,16,74,Electric,7000,0.8,6630400.0,9945.599999999999,0
2019,Haryana,Karnal,Cotton,27,160,Diesel,7000,1.0,30240000.0,81043.20000000001,0
2017,Haryana,Hisar,Sugarcane,8,161,Diesel,18000,1.0,23184000.0,62133.12,0
2019,Punjab,Amritsar,Cotton,44,130,Electric,7000,0.8,32032000.0,48048.0,0
2017,Punjab,Jalandhar,Sugarcane,11,114,Diesel,18000,1.0,22572000.0,60492.96000000001,0
2021,Punjab,Ludhiana,Wheat,44,148,Diesel,5000,1.0,32560000.0,87260.8,0
2019,Punjab,Amritsar,Mustard,2,94,Electric,4500,0.8,676800.0,1015.1999999999999,0
2016,Punjab,Patiala,Paddy,12,120,Electric,15000,0.8,17280000.0,25920.0,0
2021,Punjab,Patiala,Maize,47,169,Diesel,4000,1.0,31772000.0,85148.96,0
2016,Haryana,Rohtak,Maize,7,75,Diesel,4000,1.0,2100000.0,5628.0,0
2021,Haryana,Hisar,Cotton,23,109,Diesel,7000,1.0,17549000.0,47031.32,0
2023,Punjab,Bathinda,Paddy,41,149,Solar,15000,0.6,54981000.0,0.0,1
2023,Haryana,Panipat,Wheat,47,177,Diesel,5000,1.0,41595000.0,111474.6,0
2021,Punjab,Bathinda,Mustard,43,130,Electric,4500,0.8,20124000.0,30186.0,0
2019,Punjab,Bathinda,Paddy,29,109,Diesel,15000,1.0,47415000.0,127072.20000000001,0
2021,Haryana,Karnal,Sugarcane,41,80,Diesel,18000,1.0,59040000.0,158227.2,0
2020,Punjab,Jalandhar,Wheat,39,60,Electric,5000,0.8,9360000.0,14040.0,0
2016,Haryana,Hisar,Wheat,34,128,Solar,5000,0.6,13056000.0,0.0,1
2021,Punjab,Jalandhar,Wheat,49,65,Electric,5000,0.8,12740000.0,19110.0,0
2022,Punjab,Jalandhar,Sugarcane,35,133,Diesel,18000,1.0,83790000.0,224557.2,0
2021,Haryana,Rohtak,Sugarcane,23,179,Diesel,18000,1.0,74106000.0,198604.08000000002,0
2019,Haryana,Gurgaon,Wheat,15,101,Diesel,5000,1.0,7575000.0,20301.0,0
2021,Punjab,Bathinda,Wheat,28,136,Diesel,5000,1.0,19040000.0,51027.200000000004,0
2020,Haryana,Gurgaon,Paddy,44,78,Diesel,15000,1.0,51480000.0,137966.4,0
2018,Punjab,Bathinda,Cotton,24,145,Diesel,7000,1.0,24360000.0,65284.8,0
2018,Haryana,Hisar,Paddy,49,152,Electric,15000,0.8,89376000.0,134064.0,0
2022,Haryana,Hisar,Maize,43,166,Diesel,4000,1.0,28552000.0,76519.36,0
2017,Punjab,Jalandhar,Sugarcane,4,105,Solar,18000,0.6,4536000.0,0.0,1
2021,Haryana,Karnal,Wheat,48,146,Solar,5000,0.6,21024000.0,0.0,1
2018,Haryana,Rohtak,Wheat,41,82,Diesel,5000,1.0,16810000.0,45050.8,0
2016,Haryana,Gurgaon,Mustard,24,129,Solar,4500,0.6,8359200.0,0.0,1
2020,Punjab,Amritsar,Wheat,2,142,Solar,5000,0.6,852000.0,0.0,1
2016,Haryana,Karnal,Wheat,6,109,Electric,5000,0.8,2616000.0,3924.0,0
2019,Haryana,Karnal,Wheat,33,166,Diesel,5000,1.0,27390000.0,73405.20000000001,0
2019,Haryana,Karnal,Wheat,37,61,Diesel,5000,1.0,11285000.0,30243.800000000003,0
2019,Punjab,Jalandhar,Maize,13,103,Electric,4000,0.8,4284800.0,6427.200000000001,0
2022,Punjab,Ludhiana,Mustard,30,121,Electric,4500,0.8,13068000.0,19602.0,0
2017,Haryana,Panipat,Wheat,14,101,Electric,5000,0.8,5656000.0,8484.0,0
2020,Haryana,Hisar,Paddy,35,148,Diesel,15000,1.0,77700000.0,208236.0,0
2019,Haryana,Gurgaon,Sugarcane,39,123,Diesel,18000,1.0,86346000.0,231407.28000000003,0
2019,Punjab,Bathinda,Mustard,24,162,Diesel,4500,1.0,17496000.0,46889.280000000006,0
2022,Punjab,Patiala,Maize,6,86,Diesel,4000,1.0,2064000.0,5531.52,0
2017,Punjab,Bathinda,Mustard,39,82,Solar,4500,0.6,8634600.0,0.0,1
2020,Punjab,Bathinda,Sugarcane,26,108,Diesel,18000,1.0,50544000.0,135457.92,0
2018,Punjab,Patiala,Mustard,34,103,Diesel,4500,1.0,15759000.0,42234.12,0
2016,Haryana,Karnal,Mustard,8,120,Electric,4500,0.8,3456000.0,5184.0,0
2017,Punjab,Ludhiana,Sugarcane,25,172,Electric,18000,0.8,61920000.0,92880.0,0
2016,Punjab,Ludhiana,Mustard,14,92,Electric,4500,0.8,4636800.0,6955.200000000001,0
2020,Punjab,Ludhiana,Paddy,26,102,Diesel,15000,1.0,39780000.0,106610.40000000001,0
2022,Haryana,Karnal,Cotton,33,160,Electric,7000,0.8,29568000.0,44352.0,0
2016,Punjab,Bathinda,Maize,6,178,Diesel,4000,1.0,4272000.0,11448.960000000001,0
2017,Haryana,Karnal,Cotton,41,156,Diesel,7000,1.0,44772000.0,119988.96,0
2017,Haryana,Karnal,Cotton,36,60,Diesel,7000,1.0,15120000.0,40521.600000000006,0
2020,Haryana,Panipat,Mustard,40,160,Diesel,4500,1.0,28800000.0,77184.0,0
2018,Haryana,Gurgaon,Cotton,22,151,Solar,7000,0.6,13952400.0,0.0,1
2021,Punjab,Patiala,Wheat,15,121,Electric,5000,0.8,7260000.0,10890.0,0
2016,Haryana,Karnal,Mustard,17,127,Solar,4500,0.6,5829300.0,0.0,1
2016,Haryana,Gurgaon,Cotton,27,168,Diesel,7000,1.0,31752000.0,85095.36,0
2016,Haryana,Karnal,Maize,16,86,Diesel,4000,1.0,5504000.0,14750.720000000001,0
2019,Punjab,Bathinda,Sugarcane,14,124,Diesel,18000,1.0,31248000.0,83744.64,0
2019,Haryana,Panipat,Cotton,8,147,Electric,7000,0.8,6585600.0,9878.400000000001,0
2022,Haryana,Panipat,Mustard,46,71,Diesel,4500,1.0,14697000.0,39387.96,0
2018,Punjab,Bathinda,Mustard,19,67,Diesel,4500,1.0,5728500.0,15352.380000000001,0
2017,Haryana,Hisar,Maize,10,82,Solar,4000,0.6,1968000.0,0.0,1
2016,Haryana,Rohtak,Wheat,14,62,Diesel,5000,1.0,4340000.0,11631.2,0
2021,Punjab,Patiala,Maize,32,122,Electric,4000,0.8,12492800.0,18739.199999999997,0
2018,Haryana,Hisar,Paddy,35,140,Electric,15000,0.8,58800000.0,88200.0,0
2016,Haryana,Gurgaon,Maize,20,94,Diesel,4000,1.0,7520000.0,20153.600000000002,0
2023,Haryana,Panipat,Maize,40,162,Diesel,4000,1.0,25920000.0,69465.6,0
2017,Punjab,Amritsar,Cotton,13,147,Diesel,7000,1.0,13377000.0,35850.36,0
2017,Punjab,Ludhiana,Sugarcane,41,134,Diesel,18000,1.0,98892000.0,265030.56,0
2023,Haryana,Rohtak,Paddy,7,105,Solar,15000,0.6,6615000.0,0.0,1
2022,Haryana,Karnal,Sugarcane,36,97,Diesel,18000,1.0,62856000.0,168454.08000000002,0
2019,Haryana,Rohtak,Sugarcane,44,167,Diesel,18000,1.0,132264000.0,354467.52,0
2019,Haryana,Rohtak,Cotton,21,124,Electric,7000,0.8,14582400.0,21873.6,0
2018,Haryana,Panipat,Sugarcane,36,87,Diesel,18000,1.0,56376000.0,151087.68000000002,0
2022,Punjab,Amritsar,Wheat,13,128,Diesel,5000,1.0,8320000.0,22297.600000000002,0
2017,Haryana,Hisar,Paddy,36,82,Electric,15000,0.8,35424000.0,53136.0,0
2017,Punjab,Amritsar,Wheat,17,121,Diesel,5000,1.0,10285000.0,27563.800000000003,0
2017,Punjab,Amritsar,Paddy,4,158,Diesel,15000,1.0,9480000.0,25406.4,0
2023,Haryana,Hisar,Maize,8,127,Diesel,4000,1.0,4064000.0,10891.52,0
2016,Haryana,Hisar,Maize,6,120,Solar,4000,0.6,1728000.0,0.0,1
2020,Haryana,Karnal,Wheat,6,114,Solar,5000,0.6,2052000.0,0.0,1
2016,Haryana,Gurgaon,Maize,29,94,Solar,4000,0.6,6542400.0,0.0,1
2018,Haryana,Rohtak,Cotton,22,142,Diesel,7000,1.0,21868000.0,58606.240000000005,0
2020,Haryana,Hisar,Wheat,41,60,Diesel,5000,1.0,12300000.0,32964.0,0
2023,Haryana,Rohtak,Mustard,49,113,Solar,4500,0.6,14949900.0,0.0,1
2016,Punjab,Amritsar,Wheat,27,84,Diesel,5000,1.0,11340000.0,30391.2,0
2019,Punjab,Ludhiana,Paddy,32,90,Diesel,15000,1.0,43200000.0,115776.0,0
2019,Haryana,Panipat,Paddy,43,114,Electric,15000,0.8,58824000.0,88236.0,0
2018,Haryana,Gurgaon,Sugarcane,37,72,Diesel,18000,1.0,47952000.0,128511.36,0
2021,Punjab,Amritsar,Wheat,14,89,Diesel,5000,1.0,6230000.0,16696.4,0
2018,Punjab,Ludhiana,Sugarcane,44,106,Diesel,18000,1.0,83952000.0,224991.36000000002,0
2020,Haryana,Karnal,Cotton,2,80,Electric,7000,0.8,896000.0,1344.0,0
2018,Haryana,Rohtak,Paddy,30,105,Electric,15000,0.8,37800000.0,56700.0,0
2020,Punjab,Patiala,Wheat,28,154,Electric,5000,0.8,17248000.0,25872.0,0
2023,Punjab,Bathinda,Maize,3,127,Electric,4000,0.8,1219200.0,1828.8000000000002,0
2021,Punjab,Amritsar,Cotton,32,166,Diesel,7000,1.0,37184000.0,99653.12000000001,0
2018,Haryana,Panipat,Cotton,27,104,Diesel,7000,1.0,19656000.0,52678.08,0
2019,Haryana,Rohtak,Mustard,33,96,Diesel,4500,1.0,14256000.0,38206.08,0
2017,Punjab,Patiala,Cotton,8,121,Diesel,7000,1.0,6776000.0,18159.68,0
2017,Punjab,Patiala,Mustard,45,155,Diesel,4500,1.0,31387500.0,84118.5,0
2021,Haryana,Karnal,Mustard,37,122,Diesel,4500,1.0,20313000.0,54438.840000000004,0
2017,Punjab,Jalandhar,Paddy,12,115,Diesel,15000,1.0,20700000.0,55476.0,0
2022,Haryana,Gurgaon,Mustard,48,125,Electric,4500,0.8,21600000.0,32400.0,0
2019,Haryana,Karnal,Mustard,44,110,Solar,4500,0.6,13068000.0,0.0,1
2017,Punjab,Ludhiana,Cotton,16,161,Diesel,7000,1.0,18032000.0,48325.76,0
2022,Punjab,Ludhiana,Cotton,37,156,Solar,7000,0.6,24242400.0,0.0,1
2018,Haryana,Karnal,Mustard,20,67,Diesel,4500,1.0,6030000.0,16160.400000000001,0
2017,Punjab,Jalandhar,Mustard,32,119,Diesel,4500,1.0,17136000.0,45924.48,0
2020,Haryana,Gurgaon,Cotton,13,80,Solar,7000,0.6,4368000.0,0.0,1
2017,Haryana,Gurgaon,Maize,7,74,Diesel,4000,1.0,2072000.0,5552.96,0
2019,Punjab,Patiala,Cotton,29,137,Diesel,7000,1.0,27811000.0,74533.48000000001,0
2023,Haryana,Hisar,Paddy,17,142,Diesel,15000,1.0,36210000.0,97042.8,0
2016,Punjab,Bathinda,Paddy,12,167,Diesel,15000,1.0,30060000.0,80560.8,0
2023,Punjab,Ludhiana,Mustard,13,130,Solar,4500,0.6,4563000.0,0.0,1
2016,Haryana,Rohtak,Mustard,4,133,Diesel,4500,1.0,2394000.0,6415.92,0
2018,Punjab,Jalandhar,Maize,14,102,Diesel,4000,1.0,5712000.0,15308.160000000002,0
2023,Punjab,Ludhiana,Mustard,15,107,Diesel,4500,1.0,7222500.0,19356.300000000003,0
2021,Punjab,Ludhiana,Cotton,5,143,Electric,7000,0.8,4004000.0,6006.0,0
2021,Haryana,Hisar,Paddy,8,179,Solar,15000,0.6,12888000.0,0.0,1
2021,Haryana,Rohtak,Wheat,26,68,Diesel,5000,1.0,8840000.0,23691.2,0
2023,Haryana,Panipat,Sugarcane,19,149,Diesel,18000,1.0,50958000.0,136567.44,0
2016,Punjab,Jalandhar,Cotton,38,134,Electric,7000,0.8,28515200.0,42772.8,0
2018,Punjab,Patiala,Mustard,47,86,Diesel,4500,1.0,18189000.0,48746.520000000004,0
2017,Punjab,Amritsar,Mustard,6,72,Electric,4500,0.8,1555200.0,2332.8,0
2018,Punjab,Jalandhar,Wheat,30,156,Diesel,5000,1.0,23400000.0,62712.00000000001,0
2020,Haryana,Hisar,Sugarcane,41,81,Diesel,18000,1.0,59778000.0,160205.04,0
2016,Punjab,Ludhiana,Paddy,19,89,Solar,15000,0.6,15219000.0,0.0,1
2016,Haryana,Rohtak,Sugarcane,24,71,Solar,18000,0.6,18403200.0,0.0,1
2022,Haryana,Hisar,Paddy,3,158,Electric,15000,0.8,5688000.0,8532.0,0
2018,Haryana,Rohtak,Paddy,25,108,Diesel,15000,1.0,40500000.0,108540.0,0
2017,Punjab,Bathinda,Mustard,11,87,Diesel,4500,1.0,4306500.0,11541.42,0
2019,Punjab,Ludhiana,Maize,33,92,Diesel,4000,1.0,12144000.0,32545.920000000002,0
2019,Punjab,Bathinda,Cotton,26,85,Solar,7000,0.6,9282000.0,0.0,1
2020,Punjab,Patiala,Sugarcane,47,122,Diesel,18000,1.0,103212000.0,276608.16000000003,0
2020,Haryana,Gurgaon,Sugarcane,49,85,Diesel,18000,1.0,74970000.0,200919.6,0
2018,Punjab,Bathinda,Mustard,41,102,Diesel,4500,1.0,18819000.0,50434.920000000006,0
2019,Punjab,Bathinda,Paddy,32,110,Diesel,15000,1.0,52800000.0,141504.0,0
2023,Punjab,Amritsar,Sugarcane,29,128,Diesel,18000,1.0,66816000.0,179066.88,0
2017,Punjab,Amritsar,Maize,45,155,Diesel,4000,1.0,27900000.0,74772.0,0
2016,Punjab,Amritsar,Maize,49,117,Electric,4000,0.8,18345600.0,27518.399999999998,0
2019,Punjab,Ludhiana,Mustard,2,124,Solar,4500,0.6,669600.0,0.0,1
2020,Punjab,Ludhiana,Maize,46,67,Diesel,4000,1.0,12328000.0,33039.04,0
2023,Haryana,Karnal,Cotton,21,109,Electric,7000,0.8,12818400.0,19227.6,0
2023,Punjab,Jalandhar,Sugarcane,21,78,Electric,18000,0.8,23587200.0,35380.8,0
2020,Haryana,Hisar,Maize,29,127,Diesel,4000,1.0,14732000.0,39481.76,0
2021,Haryana,Gurgaon,Paddy,37,138,Diesel,15000,1.0,76590000.0,205261.2,0
2021,Haryana,Karnal,Cotton,40,102,Solar,7000,0.6,17136000.0,0.0,1
2016,Haryana,Rohtak,Paddy,20,123,Electric,15000,0.8,29520000.0,44280.0,0
2019,Punjab,Bathinda,Mustard,16,148,Electric,4500,0.8,8524800.0,12787.199999999999,0
2021,Punjab,Patiala,Maize,2,152,Diesel,4000,1.0,1216000.0,3258.88,0
2022,Punjab,Bathinda,Maize,45,140,Electric,4000,0.8,20160000.0,30240.0,0
2019,Haryana,Rohtak,Cotton,35,120,Diesel,7000,1.0,29400000.0,78792.0,0
